Date,State,Disaster Type,Severity,Deaths,Injuries,Economic Loss (Crore ₹),Month_Total
2016-04-15,Uttarakhand,Heatwave,4,6,68,75.6,7
2016-04-15,West Bengal,Forest Fire,4,14,87,89.8,7
2016-05-15,Andhra Pradesh,Landslide,4,21,26,207.6,4
2016-05-15,Arunachal Pradesh,Drought,8,20,1,110.5,4
2016-05-15,Assam,Cyclone,7,0,36,61.3,4
2016-05-15,Bihar,Drought,6,0,30,136.0,4
2016-05-15,Chhattisgarh,Drought,3,20,7,179.0,4
2016-05-15,Goa,Cyclone,7,6,0,78.0,4
2016-05-15,Gujarat,Cyclone,6,0,0,58.0,4
2016-05-15,Haryana,Cyclone,9,6,0,117.6,4
2016-05-15,Himachal Pradesh,Forest Fire,6,17,51,169.4,4
2016-05-15,Jharkhand,Earthquake,7,26,98,194.9,4
2016-05-15,Karnataka,Drought,3,15,86,1.7,4
2016-05-15,Kerala,Flood,7,0,78,3.1,4
2016-05-15,Madhya Pradesh,Landslide,8,18,53,36.8,4
2016-05-15,Maharashtra,Forest Fire,6,16,81,24.8,4
2016-05-15,Manipur,Landslide,9,4,8,241.3,4
2016-05-15,Meghalaya,Flood,6,16,128,6.2,4
2016-05-15,Mizoram,Landslide,9,16,76,18.7,4
2016-05-15,Nagaland,Earthquake,8,8,84,97.2,4
2016-05-15,Odisha,Landslide,7,21,71,176.0,4
2016-05-15,Punjab,Heatwave,6,6,0,229.9,4
2016-05-15,Rajasthan,Cyclone,6,6,0,95.1,4
2016-05-15,Sikkim,Drought,9,18,26,227.3,4
2016-05-15,Tamil Nadu,Drought,5,0,122,161.6,4
2016-05-15,Telangana,Earthquake,4,0,86,27.1,4
2016-05-15,Tripura,Heatwave,3,11,18,22.4,4
2016-05-15,Uttar Pradesh,Landslide,9,2,61,162.7,4
2016-05-15,Uttarakhand,Heatwave,5,19,20,130.8,4
2016-05-15,West Bengal,Heatwave,7,3,36,51.1,4
2016-06-15,Andhra Pradesh,Flood,4,22,26,140.6,3
2016-06-15,Arunachal Pradesh,Drought,9,17,9,113.5,3
2016-06-15,Assam,Landslide,9,15,31,38.7,3
2016-06-15,Bihar,Earthquake,9,23,56,122.1,3
2016-06-15,Chhattisgarh,Forest Fire,3,2,75,96.1,3
2016-06-15,Goa,Forest Fire,7,18,49,170.7,3
2016-06-15,Gujarat,Landslide,4,29,84,57.2,3
2016-06-15,Haryana,Forest Fire,9,20,40,72.2,3
2016-06-15,Himachal Pradesh,Landslide,3,12,129,62.5,3
2016-06-15,Jharkhand,Earthquake,9,15,29,26.5,3
2016-06-15,Karnataka,Landslide,4,14,10,178.2,3
2016-06-15,Kerala,Earthquake,8,15,44,164.8,3
2016-06-15,Madhya Pradesh,Landslide,5,14,28,114.2,3
2016-06-15,Maharashtra,Heatwave,5,17,8,131.5,3
2016-06-15,Manipur,Heatwave,8,22,5,53.9,3
2016-06-15,Meghalaya,Earthquake,9,20,43,121.9,3
2016-06-15,Mizoram,Flood,6,4,143,60.9,3
2016-06-15,Nagaland,Flood,7,19,81,9.5,3
2016-06-15,Odisha,Drought,5,32,51,86.0,3
2016-06-15,Punjab,Forest Fire,9,4,80,98.1,3
2016-06-15,Rajasthan,Landslide,3,15,10,157.9,3
2016-06-15,Sikkim,Heatwave,6,4,130,52.5,3
2016-06-15,Tamil Nadu,Forest Fire,8,20,24,108.2,3
2016-06-15,Telangana,Landslide,5,3,1,112.5,3
2016-06-15,Tripura,Heatwave,7,19,117,15.0,3
2016-06-15,Uttar Pradesh,Earthquake,8,0,86,15.3,3
2016-06-15,Uttarakhand,Drought,4,0,35,11.2,3
2016-06-15,West Bengal,Forest Fire,4,20,76,22.2,3
2016-07-15,Andhra Pradesh,Earthquake,3,0,59,180.8,5
2016-07-15,Arunachal Pradesh,Earthquake,6,14,41,131.0,5
2016-07-15,Assam,Landslide,6,17,0,69.6,5
2016-07-15,Bihar,Flood,3,0,47,65.3,5
2016-07-15,Chhattisgarh,Heatwave,7,10,61,73.4,5
2016-07-15,Goa,Forest Fire,4,5,87,87.2,5
2016-07-15,Gujarat,Forest Fire,5,8,60,103.6,5
2016-07-15,Haryana,Earthquake,3,4,16,40.5,5
2016-07-15,Himachal Pradesh,Forest Fire,7,3,45,53.7,5
2016-07-15,Jharkhand,Landslide,4,0,71,198.9,5
2016-07-15,Karnataka,Flood,3,6,62,46.4,5
2016-07-15,Kerala,Heatwave,4,10,126,102.4,5
2016-07-15,Madhya Pradesh,Earthquake,6,23,21,86.0,5
2016-07-15,Maharashtra,Landslide,6,0,0,51.9,5
2016-07-15,Manipur,Cyclone,6,9,50,173.7,5
2016-07-15,Meghalaya,Flood,3,7,31,26.7,5
2016-07-15,Mizoram,Flood,3,4,101,256.9,5
2016-07-15,Nagaland,Earthquake,6,19,23,65.7,5
2016-07-15,Odisha,Drought,7,11,10,147.9,5
2016-07-15,Punjab,Forest Fire,3,17,114,62.3,5
2016-07-15,Rajasthan,Heatwave,3,1,45,103.4,5
2016-07-15,Sikkim,Flood,6,6,28,8.1,5
2016-07-15,Tamil Nadu,Forest Fire,3,3,0,155.6,5
2016-07-15,Telangana,Forest Fire,8,23,82,55.0,5
2016-07-15,Tripura,Drought,5,14,87,123.5,5
2016-07-15,Uttar Pradesh,Heatwave,9,9,0,225.7,5
2016-07-15,Uttarakhand,Earthquake,4,7,51,167.7,5
2016-07-15,West Bengal,Earthquake,8,2,0,112.0,5
2016-08-15,Andhra Pradesh,Landslide,9,13,81,23.5,5
2016-08-15,Arunachal Pradesh,Forest Fire,7,13,0,44.8,5
2016-08-15,Assam,Heatwave,3,5,0,19.9,5
2016-08-15,Bihar,Cyclone,6,3,80,103.6,5
2016-08-15,Chhattisgarh,Forest Fire,7,13,20,106.4,5
2016-08-15,Goa,Forest Fire,3,7,90,20.2,5
2016-08-15,Gujarat,Flood,5,3,21,177.5,5
2016-08-15,Haryana,Cyclone,9,13,17,134.8,5
2016-08-15,Himachal Pradesh,Flood,6,30,85,183.5,5
2016-08-15,Jharkhand,Earthquake,9,22,30,59.2,5
2016-08-15,Karnataka,Drought,7,18,31,79.8,5
2016-08-15,Kerala,Cyclone,5,6,92,168.6,5
2016-08-15,Madhya Pradesh,Cyclone,9,16,85,77.3,5
2016-08-15,Maharashtra,Landslide,8,7,0,180.0,5
2016-08-15,Manipur,Heatwave,8,0,137,89.8,5
2016-08-15,Meghalaya,Landslide,4,17,16,52.9,5
2016-08-15,Mizoram,Landslide,8,13,0,99.6,5
2016-08-15,Nagaland,Flood,5,2,20,69.0,5
2016-08-15,Odisha,Flood,8,8,4,56.0,5
2016-08-15,Punjab,Landslide,5,5,0,32.3,5
2016-08-15,Rajasthan,Earthquake,6,28,47,182.4,5
2016-08-15,Sikkim,Drought,8,16,68,85.0,5
2016-08-15,Tamil Nadu,Forest Fire,7,21,68,25.3,5
2016-08-15,Telangana,Forest Fire,5,21,23,24.2,5
2016-08-15,Tripura,Landslide,8,0,130,105.5,5
2016-08-15,Uttar Pradesh,Landslide,6,6,45,54.2,5
2016-08-15,Uttarakhand,Landslide,4,19,38,56.7,5
2016-08-15,West Bengal,Cyclone,7,11,101,145.1,5
2016-09-15,Andhra Pradesh,Forest Fire,9,0,44,84.7,2
2016-09-15,Arunachal Pradesh,Flood,4,4,0,70.3,2
2016-09-15,Assam,Heatwave,9,9,24,42.0,2
2016-09-15,Bihar,Cyclone,9,2,96,140.0,2
2016-09-15,Chhattisgarh,Cyclone,9,19,88,22.8,2
2016-09-15,Goa,Earthquake,9,14,6,234.9,2
2016-09-15,Gujarat,Earthquake,4,2,104,13.1,2
2016-09-15,Haryana,Flood,3,10,60,31.2,2
2016-09-15,Himachal Pradesh,Forest Fire,3,10,0,133.8,2
2016-09-15,Jharkhand,Forest Fire,9,14,0,160.3,2
2016-09-15,Karnataka,Flood,4,18,88,18.0,2
2016-09-15,Kerala,Landslide,8,16,26,41.2,2
2016-09-15,Madhya Pradesh,Flood,4,11,47,70.1,2
2016-09-15,Maharashtra,Landslide,6,15,19,63.5,2
2016-09-15,Manipur,Heatwave,7,16,106,234.4,2
2016-09-15,Meghalaya,Cyclone,7,4,55,82.1,2
2016-09-15,Mizoram,Landslide,8,0,38,154.0,2
2016-09-15,Nagaland,Flood,5,0,92,89.1,2
2016-09-15,Odisha,Flood,7,9,101,145.5,2
2016-09-15,Punjab,Heatwave,9,34,48,188.6,2
2016-09-15,Rajasthan,Flood,4,11,84,92.1,2
2016-09-15,Sikkim,Flood,5,12,50,101.5,2
2016-09-15,Tamil Nadu,Heatwave,6,0,90,158.9,2
2016-09-15,Telangana,Flood,3,1,57,109.3,2
2016-09-15,Tripura,Forest Fire,4,4,79,160.2,2
2016-09-15,Uttar Pradesh,Drought,8,13,40,226.7,2
2016-09-15,Uttarakhand,Landslide,6,12,90,155.1,2
2016-09-15,West Bengal,Flood,9,4,58,84.0,2
2016-10-15,Andhra Pradesh,Heatwave,8,24,13,61.5,3
2016-10-15,Arunachal Pradesh,Heatwave,7,23,25,158.5,3
2016-10-15,Assam,Drought,7,0,50,80.4,3
2016-10-15,Bihar,Forest Fire,4,16,44,39.1,3
2016-10-15,Chhattisgarh,Earthquake,5,6,30,65.5,3
2016-10-15,Goa,Landslide,3,20,70,154.9,3
2016-10-15,Gujarat,Flood,3,12,69,102.8,3
2016-10-15,Haryana,Drought,4,22,7,78.7,3
2016-10-15,Himachal Pradesh,Flood,8,12,87,118.4,3
2016-10-15,Jharkhand,Earthquake,3,7,40,37.9,3
2016-10-15,Karnataka,Forest Fire,4,3,25,122.0,3
2016-10-15,Kerala,Forest Fire,7,19,24,178.6,3
2016-10-15,Madhya Pradesh,Cyclone,3,20,25,221.2,3
2016-10-15,Maharashtra,Drought,8,18,61,304.4,3
2016-10-15,Manipur,Drought,9,4,61,213.8,3
2016-10-15,Meghalaya,Forest Fire,9,6,19,185.5,3
2016-10-15,Mizoram,Heatwave,8,0,109,59.2,3
2016-10-15,Nagaland,Cyclone,8,8,57,189.2,3
2016-10-15,Odisha,Heatwave,3,11,0,42.7,3
2016-10-15,Punjab,Cyclone,6,7,61,17.2,3
2016-10-15,Rajasthan,Drought,7,16,33,101.1,3
2016-10-15,Sikkim,Forest Fire,9,0,9,128.6,3
2016-10-15,Tamil Nadu,Forest Fire,6,16,63,59.9,3
2016-10-15,Telangana,Drought,9,14,87,115.1,3
2016-10-15,Tripura,Landslide,9,15,15,31.2,3
2016-10-15,Uttar Pradesh,Heatwave,3,5,62,159.2,3
2016-10-15,Uttarakhand,Landslide,9,12,24,130.2,3
2016-10-15,West Bengal,Flood,7,8,91,251.1,3
2016-11-15,Andhra Pradesh,Heatwave,9,9,0,128.1,4
2016-11-15,Arunachal Pradesh,Cyclone,4,0,40,129.7,4
2016-11-15,Assam,Earthquake,5,7,0,69.6,4
2016-11-15,Bihar,Heatwave,9,9,21,156.0,4
2016-11-15,Chhattisgarh,Landslide,7,16,37,180.4,4
2016-11-15,Goa,Flood,4,6,79,32.6,4
2016-11-15,Gujarat,Forest Fire,8,4,118,197.2,4
2016-11-15,Haryana,Cyclone,4,11,41,56.1,4
2016-11-15,Himachal Pradesh,Forest Fire,8,3,44,22.2,4
2016-11-15,Jharkhand,Heatwave,3,13,43,169.0,4
2016-11-15,Karnataka,Heatwave,4,18,29,73.2,4
2016-11-15,Kerala,Drought,7,11,99,182.5,4
2016-11-15,Madhya Pradesh,Heatwave,9,2,73,195.9,4
2016-11-15,Maharashtra,Cyclone,4,2,90,78.8,4
2016-11-15,Manipur,Landslide,9,8,0,77.9,4
2016-11-15,Meghalaya,Heatwave,8,10,15,105.4,4
2016-11-15,Mizoram,Earthquake,6,7,6,178.8,4
2016-11-15,Nagaland,Forest Fire,9,4,40,58.4,4
2016-11-15,Odisha,Flood,8,13,0,72.2,4
2016-11-15,Punjab,Flood,6,13,99,71.3,4
2016-11-15,Rajasthan,Earthquake,6,12,32,87.8,4
2016-11-15,Sikkim,Flood,7,16,81,77.7,4
2016-11-15,Tamil Nadu,Cyclone,9,18,26,118.3,4
2016-11-15,Telangana,Flood,6,9,83,236.1,4
2016-11-15,Tripura,Earthquake,3,12,51,67.8,4
2016-11-15,Uttar Pradesh,Flood,6,5,27,92.5,4
2016-11-15,Uttarakhand,Earthquake,8,21,74,68.6,4
2016-11-15,West Bengal,Landslide,5,0,9,7.2,4
2016-12-15,Andhra Pradesh,Landslide,8,20,15,23.9,5
2016-12-15,Arunachal Pradesh,Heatwave,8,14,100,109.0,5
2016-12-15,Assam,Forest Fire,4,23,32,181.4,5
2016-12-15,Bihar,Landslide,6,17,80,116.8,5
2016-12-15,Chhattisgarh,Heatwave,8,0,32,78.4,5
2016-12-15,Goa,Drought,6,13,11,75.8,5
2016-12-15,Gujarat,Cyclone,4,10,89,85.3,5
2016-12-15,Haryana,Forest Fire,8,27,0,183.9,5
2016-12-15,Himachal Pradesh,Earthquake,4,18,114,72.8,5
2016-12-15,Jharkhand,Flood,5,18,20,76.2,5
2016-12-15,Karnataka,Landslide,9,7,8,60.4,5
2016-12-15,Kerala,Landslide,7,7,97,21.2,5
2016-12-15,Madhya Pradesh,Earthquake,7,10,25,188.7,5
2016-12-15,Maharashtra,Drought,8,3,0,8.3,5
2016-12-15,Manipur,Drought,3,10,52,46.4,5
2016-12-15,Meghalaya,Forest Fire,7,0,69,141.8,5
2016-12-15,Mizoram,Earthquake,4,0,68,243.8,5
2016-12-15,Nagaland,Earthquake,8,11,33,13.5,5
2016-12-15,Odisha,Drought,5,9,61,137.9,5
2016-12-15,Punjab,Cyclone,7,11,69,91.0,5
2016-12-15,Rajasthan,Heatwave,5,19,55,133.2,5
2016-12-15,Sikkim,Landslide,6,0,52,108.3,5
2016-12-15,Tamil Nadu,Heatwave,8,15,55,99.8,5
2016-12-15,Telangana,Flood,4,0,28,57.2,5
2016-12-15,Tripura,Heatwave,3,24,19,226.1,5
2016-12-15,Uttar Pradesh,Landslide,3,4,0,89.9,5
2016-12-15,Uttarakhand,Cyclone,4,2,79,61.0,5
2016-12-15,West Bengal,Flood,5,27,42,199.0,5
2017-01-15,Andhra Pradesh,Earthquake,8,15,159,64.2,5
2017-01-15,Arunachal Pradesh,Heatwave,4,11,45,102.8,5
2017-01-15,Assam,Landslide,3,8,69,205.5,5
2017-01-15,Bihar,Drought,4,17,60,182.9,5
2017-01-15,Chhattisgarh,Cyclone,4,4,0,220.8,5
2017-01-15,Goa,Flood,7,22,0,42.2,5
2017-01-15,Gujarat,Flood,4,1,44,179.5,5
2017-01-15,Haryana,Drought,7,15,1,125.9,5
2017-01-15,Himachal Pradesh,Flood,3,14,53,67.1,5
2017-01-15,Jharkhand,Heatwave,3,0,55,132.5,5
2017-01-15,Karnataka,Earthquake,9,5,28,22.4,5
2017-01-15,Kerala,Cyclone,4,1,68,147.4,5
2017-01-15,Madhya Pradesh,Cyclone,8,6,0,117.8,5
2017-01-15,Maharashtra,Earthquake,8,15,89,152.8,5
2017-01-15,Manipur,Drought,3,18,41,126.3,5
2017-01-15,Meghalaya,Earthquake,9,0,62,86.8,5
2017-01-15,Mizoram,Cyclone,3,10,0,150.0,5
2017-01-15,Nagaland,Flood,9,23,104,120.2,5
2017-01-15,Odisha,Forest Fire,8,13,59,28.4,5
2017-01-15,Punjab,Heatwave,8,16,80,78.1,5
2017-01-15,Rajasthan,Drought,4,11,56,89.4,5
2017-01-15,Sikkim,Flood,9,17,64,42.1,5
2017-01-15,Tamil Nadu,Drought,9,6,8,201.5,5
2017-01-15,Telangana,Landslide,6,18,47,61.3,5
2017-01-15,Tripura,Cyclone,4,0,57,191.1,5
2017-01-15,Uttar Pradesh,Flood,9,0,92,91.8,5
2017-01-15,Uttarakhand,Flood,7,0,17,189.0,5
2017-01-15,West Bengal,Earthquake,3,0,0,117.6,5
2017-02-15,Andhra Pradesh,Flood,3,14,26,144.3,4
2017-02-15,Arunachal Pradesh,Earthquake,7,11,47,180.3,4
2017-02-15,Assam,Landslide,5,20,17,37.2,4
2017-02-15,Bihar,Forest Fire,4,9,10,72.5,4
2017-02-15,Chhattisgarh,Drought,6,0,47,81.3,4
2017-02-15,Goa,Flood,6,15,98,77.4,4
2017-02-15,Gujarat,Heatwave,3,7,0,160.4,4
2017-02-15,Haryana,Drought,7,3,37,149.4,4
2017-02-15,Himachal Pradesh,Forest Fire,4,7,63,63.2,4
2017-02-15,Jharkhand,Landslide,6,0,0,2.0,4
2017-02-15,Karnataka,Cyclone,7,0,36,218.0,4
2017-02-15,Kerala,Forest Fire,5,15,10,87.5,4
2017-02-15,Madhya Pradesh,Earthquake,4,16,68,111.7,4
2017-02-15,Maharashtra,Flood,4,4,0,93.7,4
2017-02-15,Manipur,Drought,8,25,46,227.1,4
2017-02-15,Meghalaya,Earthquake,9,18,18,64.4,4
2017-02-15,Mizoram,Flood,5,0,35,44.3,4
2017-02-15,Nagaland,Drought,3,3,85,19.9,4
2017-02-15,Odisha,Earthquake,5,5,37,158.0,4
2017-02-15,Punjab,Earthquake,8,13,55,48.7,4
2017-02-15,Rajasthan,Flood,4,0,138,318.8,4
2017-02-15,Sikkim,Earthquake,7,15,57,64.0,4
2017-02-15,Tamil Nadu,Cyclone,4,11,51,139.3,4
2017-02-15,Telangana,Forest Fire,9,18,59,16.4,4
2017-02-15,Tripura,Flood,7,17,94,80.1,4
2017-02-15,Uttar Pradesh,Flood,4,8,73,109.3,4
2017-02-15,Uttarakhand,Heatwave,9,18,11,127.3,4
2017-02-15,West Bengal,Drought,6,5,74,179.5,4
2017-03-15,Andhra Pradesh,Cyclone,9,15,60,11.3,7
2017-03-15,Arunachal Pradesh,Forest Fire,8,0,63,208.7,7
2017-03-15,Assam,Earthquake,5,10,89,8.4,7
2017-03-15,Bihar,Heatwave,9,13,40,138.7,7
2017-03-15,Chhattisgarh,Landslide,9,24,53,102.1,7
2017-03-15,Goa,Earthquake,5,8,46,222.6,7
2017-03-15,Gujarat,Cyclone,6,15,37,79.3,7
2017-03-15,Haryana,Forest Fire,6,12,63,49.6,7
2017-03-15,Himachal Pradesh,Cyclone,7,10,37,189.2,7
2017-03-15,Jharkhand,Drought,9,9,116,69.8,7
2017-03-15,Karnataka,Flood,3,12,20,16.4,7
2017-03-15,Kerala,Cyclone,5,11,20,107.5,7
2017-03-15,Madhya Pradesh,Landslide,9,17,96,163.6,7
2017-03-15,Maharashtra,Landslide,9,7,0,36.5,7
2017-03-15,Manipur,Drought,7,14,53,37.1,7
2017-03-15,Meghalaya,Earthquake,9,0,0,192.8,7
2017-03-15,Mizoram,Flood,5,0,62,175.9,7
2017-03-15,Nagaland,Flood,8,5,52,71.5,7
2017-03-15,Odisha,Landslide,6,6,0,84.5,7
2017-03-15,Punjab,Forest Fire,5,13,72,65.4,7
2017-03-15,Rajasthan,Drought,3,9,71,91.5,7
2017-03-15,Sikkim,Landslide,3,9,160,5.3,7
2017-03-15,Tamil Nadu,Flood,9,10,36,14.3,7
2017-03-15,Telangana,Cyclone,8,25,76,91.7,7
2017-03-15,Tripura,Flood,8,23,31,34.2,7
2017-03-15,Uttar Pradesh,Flood,4,9,102,27.1,7
2017-03-15,Uttarakhand,Heatwave,9,3,75,61.4,7
2017-03-15,West Bengal,Forest Fire,9,2,48,66.7,7
2017-04-15,Andhra Pradesh,Heatwave,3,15,58,153.4,5
2017-04-15,Arunachal Pradesh,Flood,3,18,8,130.4,5
2017-04-15,Assam,Earthquake,8,6,23,94.5,5
2017-04-15,Bihar,Drought,3,0,146,85.4,5
2017-04-15,Chhattisgarh,Cyclone,8,15,20,186.1,5
2017-04-15,Goa,Cyclone,5,2,47,75.1,5
2017-04-15,Gujarat,Cyclone,4,8,24,62.3,5
2017-04-15,Haryana,Heatwave,6,15,7,143.0,5
2017-04-15,Himachal Pradesh,Drought,9,13,95,237.0,5
2017-04-15,Jharkhand,Forest Fire,6,0,0,123.0,5
2017-04-15,Karnataka,Cyclone,6,17,73,25.0,5
2017-04-15,Kerala,Landslide,4,4,64,27.0,5
2017-04-15,Madhya Pradesh,Drought,5,0,95,155.5,5
2017-04-15,Maharashtra,Forest Fire,3,17,69,26.3,5
2017-04-15,Manipur,Flood,7,5,43,94.1,5
2017-04-15,Meghalaya,Earthquake,4,0,86,105.3,5
2017-04-15,Mizoram,Cyclone,3,3,76,79.7,5
2017-04-15,Nagaland,Flood,3,1,67,108.9,5
2017-04-15,Odisha,Heatwave,3,10,11,47.8,5
2017-04-15,Punjab,Forest Fire,7,5,0,62.4,5
2017-04-15,Rajasthan,Earthquake,9,5,96,202.9,5
2017-04-15,Sikkim,Heatwave,6,20,32,28.4,5
2017-04-15,Tamil Nadu,Heatwave,5,8,33,29.1,5
2017-04-15,Telangana,Forest Fire,8,17,14,111.9,5
2017-04-15,Tripura,Landslide,7,3,110,31.5,5
2017-04-15,Uttar Pradesh,Earthquake,6,6,27,230.2,5
2017-04-15,Uttarakhand,Heatwave,9,11,52,41.3,5
2017-04-15,West Bengal,Earthquake,7,13,84,67.4,5
2017-05-15,Andhra Pradesh,Flood,8,7,22,56.4,6
2017-05-15,Arunachal Pradesh,Drought,5,17,20,158.3,6
2017-05-15,Assam,Heatwave,5,12,17,59.9,6
2017-05-15,Bihar,Drought,9,18,86,5.0,6
2017-05-15,Chhattisgarh,Drought,6,0,30,128.9,6
2017-05-15,Goa,Heatwave,9,8,102,55.1,6
2017-05-15,Gujarat,Flood,3,2,55,36.0,6
2017-05-15,Haryana,Earthquake,9,8,110,45.4,6
2017-05-15,Himachal Pradesh,Forest Fire,3,6,32,44.3,6
2017-05-15,Jharkhand,Earthquake,5,13,99,75.0,6
2017-05-15,Karnataka,Drought,5,12,70,253.7,6
2017-05-15,Kerala,Drought,8,2,8,99.3,6
2017-05-15,Madhya Pradesh,Earthquake,8,0,49,194.5,6
2017-05-15,Maharashtra,Earthquake,8,12,29,201.0,6
2017-05-15,Manipur,Drought,8,10,96,44.1,6
2017-05-15,Meghalaya,Flood,6,25,54,59.7,6
2017-05-15,Mizoram,Cyclone,5,21,82,62.0,6
2017-05-15,Nagaland,Cyclone,6,7,52,188.6,6
2017-05-15,Odisha,Heatwave,6,12,114,101.9,6
2017-05-15,Punjab,Landslide,8,2,0,142.9,6
2017-05-15,Rajasthan,Forest Fire,7,0,28,116.7,6
2017-05-15,Sikkim,Earthquake,3,12,34,109.3,6
2017-05-15,Tamil Nadu,Forest Fire,6,6,0,71.7,6
2017-05-15,Telangana,Heatwave,6,14,56,234.8,6
2017-05-15,Tripura,Flood,6,21,15,86.5,6
2017-05-15,Uttar Pradesh,Flood,5,28,89,218.2,6
2017-05-15,Uttarakhand,Cyclone,9,17,4,113.9,6
2017-05-15,West Bengal,Landslide,7,0,19,38.2,6
2017-06-15,Andhra Pradesh,Cyclone,7,0,61,118.2,5
2017-06-15,Arunachal Pradesh,Drought,9,12,63,90.5,5
2017-06-15,Assam,Landslide,9,4,74,26.1,5
2017-06-15,Bihar,Landslide,6,31,44,161.6,5
2017-06-15,Chhattisgarh,Heatwave,5,9,86,20.3,5
2017-06-15,Goa,Flood,4,6,69,9.6,5
2017-06-15,Gujarat,Flood,5,21,28,118.8,5
2017-06-15,Haryana,Landslide,8,13,94,16.3,5
2017-06-15,Himachal Pradesh,Cyclone,7,3,67,172.9,5
2017-06-15,Jharkhand,Flood,5,5,88,81.6,5
2017-06-15,Karnataka,Earthquake,6,0,0,183.4,5
2017-06-15,Kerala,Flood,5,9,84,133.5,5
2017-06-15,Madhya Pradesh,Heatwave,4,24,88,81.0,5
2017-06-15,Maharashtra,Drought,4,1,82,137.6,5
2017-06-15,Manipur,Heatwave,3,6,56,106.6,5
2017-06-15,Meghalaya,Drought,9,15,78,93.9,5
2017-06-15,Mizoram,Drought,6,5,58,139.5,5
2017-06-15,Nagaland,Landslide,5,17,91,24.0,5
2017-06-15,Odisha,Earthquake,7,18,34,61.4,5
2017-06-15,Punjab,Landslide,9,13,31,262.2,5
2017-06-15,Rajasthan,Cyclone,7,4,0,110.1,5
2017-06-15,Sikkim,Cyclone,4,13,0,57.0,5
2017-06-15,Tamil Nadu,Drought,4,8,78,95.0,5
2017-06-15,Telangana,Cyclone,6,4,10,280.5,5
2017-06-15,Tripura,Cyclone,4,12,73,19.8,5
2017-06-15,Uttar Pradesh,Forest Fire,9,5,92,81.2,5
2017-06-15,Uttarakhand,Cyclone,8,24,80,94.2,5
2017-06-15,West Bengal,Landslide,5,19,66,57.4,5
2017-07-15,Andhra Pradesh,Forest Fire,8,18,0,252.4,3
2017-07-15,Arunachal Pradesh,Flood,5,7,0,170.6,3
2017-07-15,Assam,Earthquake,7,4,33,34.9,3
2017-07-15,Bihar,Landslide,4,2,77,27.4,3
2017-07-15,Chhattisgarh,Forest Fire,5,22,64,95.3,3
2017-07-15,Goa,Heatwave,6,14,9,9.5,3
2017-07-15,Gujarat,Cyclone,8,11,43,158.5,3
2017-07-15,Haryana,Forest Fire,9,7,51,120.5,3
2017-07-15,Himachal Pradesh,Landslide,8,19,0,27.0,3
2017-07-15,Jharkhand,Earthquake,3,1,67,160.2,3
2017-07-15,Karnataka,Forest Fire,3,4,72,216.8,3
2017-07-15,Kerala,Flood,3,10,47,60.5,3
2017-07-15,Madhya Pradesh,Cyclone,5,15,38,137.1,3
2017-07-15,Maharashtra,Forest Fire,3,7,78,113.4,3
2017-07-15,Manipur,Drought,5,26,113,88.7,3
2017-07-15,Meghalaya,Earthquake,7,12,16,119.7,3
2017-07-15,Mizoram,Earthquake,9,0,79,7.7,3
2017-07-15,Nagaland,Drought,6,9,131,64.8,3
2017-07-15,Odisha,Flood,7,16,98,62.4,3
2017-07-15,Punjab,Landslide,3,4,0,187.6,3
2017-07-15,Rajasthan,Heatwave,7,8,36,55.0,3
2017-07-15,Sikkim,Drought,9,17,6,151.1,3
2017-07-15,Tamil Nadu,Heatwave,4,7,54,176.1,3
2017-07-15,Telangana,Cyclone,5,16,105,71.3,3
2017-07-15,Tripura,Cyclone,9,17,0,11.4,3
2017-07-15,Uttar Pradesh,Earthquake,4,1,70,53.1,3
2017-07-15,Uttarakhand,Landslide,3,18,0,70.9,3
2017-07-15,West Bengal,Drought,7,13,97,114.1,3
2017-08-15,Andhra Pradesh,Forest Fire,5,17,33,182.7,5
2017-08-15,Arunachal Pradesh,Drought,9,3,0,30.9,5
2017-08-15,Assam,Flood,6,12,134,54.9,5
2017-08-15,Bihar,Earthquake,6,9,43,265.9,5
2017-08-15,Chhattisgarh,Flood,4,0,85,205.4,5
2017-08-15,Goa,Cyclone,7,16,55,131.9,5
2017-08-15,Gujarat,Cyclone,7,4,65,144.5,5
2017-08-15,Haryana,Cyclone,8,11,27,92.9,5
2017-08-15,Himachal Pradesh,Flood,5,9,17,112.2,5
2017-08-15,Jharkhand,Landslide,4,0,0,170.1,5
2017-08-15,Karnataka,Forest Fire,3,0,47,71.9,5
2017-08-15,Kerala,Heatwave,9,11,72,54.5,5
2017-08-15,Madhya Pradesh,Cyclone,4,17,75,182.6,5
2017-08-15,Maharashtra,Forest Fire,3,9,53,40.8,5
2017-08-15,Manipur,Drought,7,6,15,86.8,5
2017-08-15,Meghalaya,Flood,5,19,59,215.5,5
2017-08-15,Mizoram,Forest Fire,9,17,70,95.2,5
2017-08-15,Nagaland,Flood,8,17,66,43.0,5
2017-08-15,Odisha,Drought,6,24,74,144.2,5
2017-08-15,Punjab,Heatwave,8,10,105,17.5,5
2017-08-15,Rajasthan,Heatwave,5,16,0,39.8,5
2017-08-15,Sikkim,Flood,3,4,8,278.1,5
2017-08-15,Tamil Nadu,Drought,8,0,0,168.3,5
2017-08-15,Telangana,Flood,7,40,0,172.1,5
2017-08-15,Tripura,Forest Fire,8,9,74,105.4,5
2017-08-15,Uttar Pradesh,Forest Fire,5,7,74,127.7,5
